title,company,location,salary,experience,link,description,skills,location,salary,experience,link,description,skills
Documentation/QS - Civil Department (Only Male),STBL PROJECTS LIMITED,"Hyderabad/ Secunderabad, Telangana(Gandipet)",2.25-3 Lacs PA,0-3 Yrs,https://www.naukri.com/job-listings-documentation-qs-civil-department-only-male-stbl-projects-limited-hyderabad-secunderabad-telangana-0-to-3-years-230523005635,Work from office onlyRequired candidate with B-Tech Civil or Diploma Civil with 0 to 3 ...,"Drawing,Tender Estimation,Documentation,autocad,ms office,Billing,Quantity estimation,SUB",,,,,,
Project Engineer,Le Human Resources Solutions,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,4-8 Yrs,https://www.naukri.com/job-listings-project-engineer-le-human-resources-solutions-pune-chennai-bangalore-bengaluru-delhi-ncr-4-to-8-years-160523006050,"Experience range - 4 to 8 Years . Experience on DCS- Retrofits, Upgrades, Service and C...","dcs,PLC,SCADA,project,project engineering,profibus,commissioning,modbus",,,,,,
Sr Civil Engineer - Project Head,Buztec International,"Pune, Ahmedabad, Delhi / NCR",4.25-9.25 Lacs PA,5-9 Yrs,https://www.naukri.com/job-listings-sr-civil-engineer-project-head-buztec-international-pune-ahmedabad-delhi-ncr-5-to-9-years-160523003516,Experienced Candidates can get a GOOD HIKE over Previous Salary . .,"civil,execution,project,sr,civil engineering",,,,,,
Civil Engineers required For Govt. Buildings,Omkar Construction,"Karmala, Maharashtra, Baramati, Maharashtra, Pune, Maharashtra",Not disclosed,0-3 Yrs,https://www.naukri.com/job-listings-civil-engineers-required-for-govt-buildings-omkar-construction-karmala-maharashtra-baramati-maharashtra-pune-maharashtra-0-to-3-years-240523006619,1.Billing Eng. (Exp. 1-2 years in Building Billing Work) Pune 2.Junior Site Engineer (E...,"Civil Engineering,Site supervision,Building construction,Site,Engineering,Execution,Site engineering,Construction",,,,,,
Electrical Technician,HomeOne Technologies,"Pune, Maharashtra(Wagholi +1)",2.25-3 Lacs PA,0-2 Yrs,https://www.naukri.com/job-listings-electrical-technician-homeone-technologies-llp-pune-maharashtra-0-to-2-years-230523010051,"To do installation of Home Automation products and give service to the clients Install,...","Electrical Maintenance,Electrician Activities,Electrical Installation,Electrical Works,Installation,Electricals,Maintenance",,,,,,
Electrical Engineer,Disha Services,Pune(Talegaon +4),1.25-3 Lacs PA,0-2 Yrs,https://www.naukri.com/job-listings-electrical-engineer-disha-services-pune-0-to-2-years-230523006135,"Urgently Required for Diploma/B.E Electrical, Electronics and E and Tc Electrical Panel...","electricals,electrical engineering,quality",,,,,,
Mechanical Engineer,Disha Services,Pune(Talegaon +4),1-3 Lacs PA,0-2 Yrs,https://www.naukri.com/job-listings-mechanical-engineer-disha-services-pune-0-to-2-years-230523006128,Immediately Joining For Diploma /B.E Mechanical /Automobile Dept - Production/Quality/D...,"mechanical,quality,mechanical engineering",,,,,,
Mechanical Design Engineer,PRK Engineering Consultant,"Hybrid - Pune, Maharashtra",Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-mechanical-design-engineer-prk-engineering-consultant-pune-maharashtra-0-to-2-years-220523006089,We require mechanical design engineer with hands on experience in Autocad. Should have ...,"Autocad Drafting,draw,ga drawings,autocad drawing,mechanical engineering,autocad,layout,mechanical",,,,,,
Electrical Engineer,Indian Placement Services,"Pune, Maharashtra",Not disclosed,0-1 Yrs,https://www.naukri.com/job-listings-electrical-engineer-indian-placement-services-pune-maharashtra-0-to-1-years-220523004255,ITI - Electrical/Electronic BSC - Electrical/ElectronicTI - Electrical/Electronic BSC -...,"electronics engineering,engineering,electronics,electrical engineering,electricals",,,,,,
Manufacturing Operator,Concept Electronic Engineering Solutions,"Pune, Maharashtra",Not disclosed,0-1 Yrs,https://www.naukri.com/job-listings-manufacturing-operator-concept-electronic-engineering-solutions-pvt-ltd-pune-maharashtra-0-to-1-years-220523002752,"Cable Cutting , stripping of wires , Crimping of Terminals , Lugs & Harness Assembly.","manufacturing operations,iti,manufacturing,operating,ITI diploma holder preferred,Min 10th Pass",,,,,,
Jr. Engineer(CNC/VMC),Sumax Enterprise,"Pune, Maharashtra(Hadapsar Gaon)",2-2.5 Lacs PA,0-1 Yrs,https://www.naukri.com/job-listings-jr-engineer-cnc-vmc-sumax-enterprise-pune-maharashtra-0-to-1-years-200523005451,Roles and Responsibilities Candidate should be BE/Diploma/ITI.FresherShould have knowle...,"cnc,vmc,engineering,production,vernier caliper,jrss",,,,,,
Trainee Engineer,Schmalz India,"Pune, Maharashtra",Not disclosed,0-1 Yrs,https://www.naukri.com/job-listings-trainee-engineer-schmalz-india-pune-maharashtra-0-to-1-years-200523004102,"Establishment of good relationship to the different levels of the customer,","internal sales,Sales Support,sales,indirect sales,training,quality",,,,,,
SR. Robot Programmer/Robot Programmer,Luft Automation And Robotics,"Pune, Maharashtra, Ahmedabad, Gurgaon/ Gurugram, Haryana",2.5-7.5 Lacs PA,0-5 Yrs,https://www.naukri.com/job-listings-sr-robot-programmer-robot-programmer-luft-automation-and-robotics-pune-maharashtra-ahmedabad-gurgaon-gurugram-haryana-0-to-5-years-190523007660,"DIPLOMA / B.TECH . EXPERIENCE WITH AUTOMATION PROJECTS, INSTALLATION AND COMMISSIOING A...","Kuka,spot welding,sr,program,programming,yaskawa,robotics,mig",,,,,,
Electrical Electronic Assembler Wireman,Sunay Enterprises,Pune(Shivane),1.5-2 Lacs PA,0-1 Yrs,https://www.naukri.com/job-listings-electrical-electronic-assembler-wireman-sunay-enterprises-pune-0-to-1-years-180523007115,"Roles and Responsibilities To assemble, wire, solder the required assemblies as per the...","electronic assmbly,soldering,assembly,electronics,panels,electricals,assembling,electrical wiring",,,,,,
Electrical Operator,Ashkom,Pune,1-1.75 Lacs PA,22 May - 24 May,https://www.naukri.com/job-listings-electrical-operator-ashkom-pune-0-to-0-years-180523005717,"Shift Allowance Age Limit Below 22 years, preferably fresherCandidates must have passed...","Electrical operator,ITI,amplifiers,battery,operating,electrical operation,cell,electricals",,,,,,
Robot Programmer,Rhythmsoft Robotics Automation,"Nasik/Nashik, Pune",Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-robot-programmer-rhythmsoft-robotics-and-automation-pvt-ltd-nasik-nashik-pune-0-to-2-years-170523010303,FRESHERS WITH ROBOT PROGRAMMING COURSE WOULD BE PREFERRED MUST HAVE DONE ROBOTIC AUTOMA...,"Abb,Installation And Commissioning,kuka,Robot Programming,Fanuc,compensation,robotic automation,program",,,,,,
Operator-Inspector,Ashkom,Pune(Chakan),1-2 Lacs PA,0-0 Yrs,https://www.naukri.com/job-listings-operator-inspector-ashkom-pune-0-to-0-years-170523009193,"Shift Allowance Age Limit Below 30 years, Preferably fresher. Candidate must have passe...","ITI Electrical,harness,wiring harness,wiring,electricals,iti",,,,,,
Be Mechanical Trainee II Pune II For Manufacturing Company,Prashant Enterprises,Pune(Kasarwadi +2),2 Lacs PA,0-1 Yrs,https://www.naukri.com/job-listings-be-mechanical-trainee-ii-pune-ii-for-manufacturing-company-prashant-enterprises-pune-0-to-1-years-100423004424,Urgent Hiring For Production Engineer Qua ÃÂ¢ÃÂÃÂ Diploma / BE Mech Positions ÃÂ¢ÃÂÃÂ 5 (Male) Exp ...,"PPC,Production Planning,BE Mech,Mechanical Engineering,manufacturing industry,production,company,manufacturing",,,,,,
Civil Draughtsman (ITI) - (MALE Candidate ONLY),Innovative Vastunirman,Pune(Kothrud),2.25-2.75 Lacs PA,22 May - 28 May,https://www.naukri.com/job-listings-civil-draughtsman-iti-male-candidate-only-innovative-vastunirman-pune-0-to-2-years-180523004820,"Roles and Responsibilities 1) Drafting, Detailing of industrial civil structures in LGS...","AutoCAD,software,detailing,civil,autocad 2d,autocad drafting,civil engineering,draft",,,,,,
Civil Engineer Required,Nobreza Consulting Private Limited,"Bangalore/Bengaluru, Mumbai (All Areas)",5-8 Lacs PA,5-8 Yrs,https://www.naukri.com/job-listings-civil-engineer-required-nobreza-consulting-private-limited-bangalore-bengaluru-mumbai-all-areas-5-to-8-years-120322001898,Undertaking technical & feasibility studies including site investigations Undertaking c...,"Construction Management,project,industrial construction,civil project management,industrial,site,civil engineering,engineering",,,,,,
Mechanical Electrical Engineer Required,Nobreza Consulting Private Limited,"Hybrid - Bangalore/Bengaluru, Mumbai (All Areas)",6-10 Lacs PA,6-10 Yrs,https://www.naukri.com/job-listings-mechanical-electrical-engineer-required-nobreza-consulting-private-limited-bangalore-bengaluru-mumbai-all-areas-6-to-10-years-120322001712,"Read blueprints, schematics, and diagrams to determine the method and sequence of assem...","Mechanical Electrical Erection,electricals,electrical engineering,analysis,mechanical,erection,production,electrical draftsman",,,,,,
Marine Logistic Professionals:,Apco Infratech,Mumbai,Not disclosed,10-20 Yrs,https://www.naukri.com/job-listings-marine-logistic-professionals-apco-infratech-mumbai-10-to-20-years-290622008787,10+ years of relevant experience is a must criteria Experience of Sea Bed / Boat Handli...,"Marine,Harbour,Barge,Logistics,Boat",,,,,,
Marine Planning Professionals:,Apco Infratech,Mumbai,Not disclosed,10-20 Yrs,https://www.naukri.com/job-listings-marine-planning-professionals-apco-infratech-mumbai-10-to-20-years-290622008161,10+ years of relevant experience is a must criteria Professionals having working experi...,"Marine,MS Project,Planning,Primavera,Project,Microsoft",,,,,,
Marine Sub-Structure Professionals:,Apco Infratech,Mumbai,Not disclosed,7-12 Yrs,https://www.naukri.com/job-listings-marine-sub-structure-professionals-apco-infratech-mumbai-7-to-12-years-290622007259,07+ years of relevant experience is a must criteria Professionals having on-hand workin...,"Marine,Pier,Structure",,,,,,
Marine Piling Professionals:,Apco Infratech,Mumbai,Not disclosed,7-12 Yrs,https://www.naukri.com/job-listings-marine-piling-professionals-apco-infratech-mumbai-7-to-12-years-290622006543,07+ years of relevant experience is a must criteriaProfessionals having on-hand working...,"Piling,RCD,Marine",,,,,,
Maintenance Supervisor - Restaurant,BELHEM INDIA PRIVATE LIMITED,"Mumbai, Delhi / NCR",Not disclosed,3-6 Yrs,https://www.naukri.com/job-listings-maintenance-supervisor-restaurant-belhem-india-private-limited-mumbai-delhi-ncr-3-to-6-years-270722904895,- Monitor & manage the operations & Maintenance- Monitoring the Breakdowns- Managing Ma...,"Maintenance,Predictive,Predictive maintenance,Breakdown maintenance,Restaurant,Breakdown,Preventive maintenance,Preventive",,,,,,
Engineer - Design & Estimation,Elite Management Services,Mumbai,Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-engineer-design-estimation-elite-management-services-mumbai-4-to-9-years-240523909572,Should have experience on working in VRF systems,"Design engineering,Estimation,AutoCAD,Mechanical,Mechanical engineering,Engineering,HVAC engineering,Design",,,,,,
Senior Officer/ Executive - EngUtility Maintenance,Bharat Serums and Vaccines,"Mumbai, Maharashtra(Ambernath)",4-5 Lacs PA,3-5 Yrs,https://www.naukri.com/job-listings-senior-officer-executive-engutility-maintenance-bharat-serums-and-vaccines-mumbai-maharashtra-3-to-5-years-240523604019,Smooth Operation and maintenance of ETP and STP . Additional skill Electrical license a...,"Operation and maintenance of key utilities boiler,utility,electrical equipment,Compressors,Electricals,Chillers,Fault finding,Chiller",,,,,,
Engineer/Sr. Engineer - Instrumentation,Spectrum Talent Management,"Mumbai, Maharashtra",Not disclosed,3-8 Yrs,https://www.naukri.com/job-listings-engineer-sr-engineer-instrumentation-spectrum-talent-management-mumbai-maharashtra-3-to-8-years-240523008539,"Variable Frequency Drives, and Motion control Drives, Programming and commissioning of ...","instrumentation,SCADA,PLCS,SR,Engineering,Instruments,Safety,Programming",,,,,,
Required Mechanical Engineer @ Taloja Navi Mumbai on contract.,M. M. K. Enterprises,"Navi Mumbai, Maharashtra",Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-required-mechanical-engineer-taloja-navi-mumbai-on-contract-m-m-k-enterprises-navi-mumbai-maharashtra-1-to-3-years-240523008244,We are having an urgent job requirement for one of our reputed MNC client into Oil & Ga...,"Rotary,Mechanical,Mechanical engineering,Static,Contracts",,,,,,
Mechanical Procurement Engineer,Samsung C&T,Mumbai (All Areas),Not disclosed,6-10 Yrs,https://www.naukri.com/job-listings-mechanical-procurement-engineer-samsung-c-t-mumbai-all-areas-6-to-10-years-240523006962,1. Post contracts 2. Billing (RA Bills / Final Bills)3. Reconciliation4. Claim settleme...,"Mechanical,Procurement",,,,,,
Senior Engineer/Assistant Manager/Manager- Civil,Runwal Group,"Mumbai, Maharashtra",5-15 Lacs PA,10-20 Yrs,https://www.naukri.com/job-listings-senior-engineer-assistant-manager-manager-civil-runwal-group-mumbai-maharashtra-10-to-20-years-240523006955,Experienced in execution of Residential & Commercial projects.Experience in RCC and fin...,"High Rise Building,execution,rcc,High Rise,Civil,Engineering,Real estate construction,Real estate",,,,,,
Civil Engineer,Gpcl Consulting Services Limited,Mumbai (All Areas),6-12 Lacs PA,12-22 Yrs,https://www.naukri.com/job-listings-civil-engineer-gpcl-consulting-services-limited-mumbai-all-areas-12-to-22-years-240523006922,o Graduate Degree in Civil Engineering with minimum of 12 years Experience in Handling ...,"Civil Engineering,Contract Management,Civil Engineering Design,Contracts,Project,Supervision,Railway Projects,Design",,,,,,
Operations Manager- Mumbai,Jaden Executive Search And Recruitment Specialists,Mumbai (All Areas),5-10 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-operations-manager-mumbai-jaden-executive-search-and-recruitment-specialists-mumbai-all-areas-5-to-10-years-240523006816,Relevant Experience of Operations and team management. .,"Plastic,Management,Operations,Extrusion,Plastic Extrusion,Operations management",,,,,,
Manager Production planning & Logistics  For a Cotton Export Company,Ascent Hr Services,Mumbai (All Areas)(Tarapur),8-15 Lacs PA,10-20 Yrs,https://www.naukri.com/job-listings-manager-production-planning-logistics-for-a-cotton-export-company-ascent-hr-services-mumbai-all-areas-10-to-20-years-240523006782,"Client is a pioneer in the manufacture of bleached absorbent cotton products, in India ...","production planning,Control plan,Cotton,Management,Production,Export,Control,Production management",,,,,,
Structural Engineer / Structural Design Engineer,Indurkar Consulting Engineers,Mumbai(Nariman Point),3-7 Lacs PA,3-5 Yrs,https://www.naukri.com/job-listings-structural-engineer-structural-design-engineer-indurkar-consulting-engineers-mumbai-3-to-5-years-240523006749,Bachelors degree in Civil Engineering mandatory Masters degree in Structural Engineerin...,"Structural Engineering,Structural design,Civil engineering,MS Office,Engineering,Design engineering,Design,Office",,,,,,
Shift Incharge,Ashu Organics,"Thane, Maharashtra, Navi Mumbai, Maharashtra",Not disclosed,5-9 Yrs,https://www.naukri.com/job-listings-shift-incharge-ashu-organics-india-pvt-ltd-thane-maharashtra-navi-mumbai-maharashtra-5-to-9-years-240523006013,Roles and Responsibilities . To handle the entire Production activity in the absence of...,"production,troubleshooting,Manpower Handling,Manpower,Handling",,,,,,
Design Engineer,Filteration Engineers(FEIPL),"Navi Mumbai, Maharashtra",5-12 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-design-engineer-filteration-engineers-india-private-limited-navi-mumbai-maharashtra-5-to-10-years-240523005946,"Co-ordinate with customers, submit all required documentation and get them approved for...","equipment design,pv elite,Pressure Vessels,PFD,ASME,PV,Equipment,Static equipment",,,,,,
